ID,Module,Feature/Screen,Description/Asumptions,"Fields/Components, Component Type, Required?",User Flow
2.6.3,,Manage Listings,"- Available to any authenticated user; entered via Profile screen > My listings.
- Displays all listings owned by the user on one screen, grouped/filterable by status.
- Status values: Published, Draft, Archived, Rejected (Pending Review is also shown while moderation is in progress).
- Default sort: by last updated date, descending; pagination applied; no search (personal management screen).
- Per-listing actions depend on status: Published ? Edit, Deactivate (moves to Archived); Draft ? Edit, Continue (resumes setup/video, 2.6.6), Delete; Archived ? Restore (back to Published), Delete permanently (2.6.4); Rejected ? Record new video (2.2.5), Upload new video (2.2.6), Delete.
- Deactivating/archiving a listing removes it from the swipe feed immediately.
- Reactivating (restoring) a listing returns it to the swipe feed without requiring re-moderation.
- Each row shows: status badge, video thumbnail (or placeholder), key form-data summary (field of activity, contract type, location), created date, last updated date, and the per-status action buttons.","Screen name: Manage Listings (My listings)
- Status filter — Segmented control / Tabs — Values: All / Published / Draft / Archived (Rejected shown within All)
- Listing list — List — Required — Sorted by last updated date (descending) — Paginated
  + Status badge — Badge — Published / Draft / Archived / Rejected / Pending Review
  + Video thumbnail — Image — Placeholder if no video attached
  + Form-data summary — Text — Field of activity, contract type, location
  + Created date — Text — Format: dd/mm/yyyy
  + Last updated date — Text — Format: dd/mm/yyyy
  + Action buttons — Buttons — Conditional by status (see below)
- Published actions — [Edit] (Secondary), [Deactivate] (Danger ? moves to Archived)
- Draft actions — [Edit] (Secondary), [Continue] (Primary ? 2.6.6), [Delete] (Danger)
- Archived actions — [Restore] (Primary ? back to Published), [Delete permanently] (Danger ? 2.6.4)
- Rejected actions — [Record new video] (Primary ? 2.2.5), [Upload new video] (Secondary ? 2.2.6), [Delete] (Danger)
- Empty state — Display — Conditional (per filter) — e.g. ""You have no listings yet.""","Screen: Manage Listings

Preconditions:
- User must be authenticated.
- Entered via Profile > My listings.

User opens My listings.
1. System loads the user's listings sorted by last updated date (descending), paginated, defaulting to the All filter:
   1.1. If the user has listings ? system displays them with status badge, thumbnail, summary, dates, and status-appropriate actions.
   1.2. If the user has no listings (for the active filter) ? system displays the empty state: ""You have no listings yet.""
2. User changes the status filter (All / Published / Draft / Archived) ? system shows only listings in that status.
3. Per-status actions:
   3.1. Published > [Edit] ? system opens the listing for editing (form + optional video replace). Published > [Deactivate] ? system asks for confirmation (""Deactivate this listing? It will be removed from the feed."") ? on confirm ? system sets status Archived and removes it from the swipe feed immediately ? success message: ""Listing deactivated.""
   3.2. Draft > [Edit] or [Continue] ? system opens Resume draft (2.6.6). Draft > [Delete] ? confirmation popup ? on confirm ? system permanently deletes the draft ? success message: ""Draft deleted.""
   3.3. Archived > [Restore] ? system sets status back to Published and returns it to the swipe feed WITHOUT re-moderation ? success message: ""Listing restored."" Archived > [Delete permanently] ? routes to the irreversible-delete confirmation (2.6.4).
   3.4. Rejected > [Record new video] ? 2.2.5; [Upload new video] ? 2.2.6; [Delete] ? confirmation popup ? on confirm ? permanently deletes the listing.
4. Every destructive action (Deactivate, Delete, Delete permanently) requires a confirmation popup with [Confirm] and [Cancel]; [Cancel] makes no change.
5. This screen has no search (personal management only)."
2.6.4,,"Archive, restore, and permanently delete listings","- Available to any authenticated user; the Archive holds all listings the user has deactivated/archived.
- Entered from Manage Listings (2.6.3) by filtering to Archived, or by deactivating a listing (which moves it here).
- Archived listings are not visible in the swipe feed.
- From the archive the user can Restore a listing or Delete it permanently.
- Restore is a one-tap operation: the listing status changes immediately from Archived to Published and it becomes visible in the swipe feed again. No re-moderation is triggered (the video was previously approved) and there is NO intermediate Inactive/Pending-Activation status.
- To change a listing before making it visible again, the user uses Edit (from the Archived listing's actions in 2.6.3) instead of Restore: editing form data only restores to Published immediately; replacing the video follows the normal video-replacement flow and re-enters Admin review.
- Restoring to Published may trigger ""New matching profile"" notifications to Employers (2.7.3); employers who already swiped this listing before archiving will not see it again (existing swipe-exclusion logic).
- Permanent deletion is irreversible — the listing and its video are removed from the account entirely and cannot be recovered.
- A confirmation modal is mandatory before permanent deletion, warning that the action cannot be undone.","Screen name: Archived listings
- Archived list — Scrollable list — Each row shows: Listing title / field of activity, Date archived
  + Listing title / field of activity — Text — Read-only
  + Date archived — Text — Format: dd/mm/yyyy
  + Restore — Button — Primary — One tap: changes status from Archived to Published immediately and returns it to the swipe feed (no re-moderation, no Inactive status)
  + Delete permanently — Button — Danger — Opens the irreversible-delete confirmation modal
- Empty state — Display — Conditional — e.g. ""You have no archived listings.""

Popup: Delete permanently confirmation
- Warning message — Text — ""This action is irreversible. The listing and its video cannot be recovered.""
- Confirm delete — Button — Danger
- Cancel — Button — Secondary","Screen: Archive, restore, and permanently delete listings

Preconditions:
- User must be authenticated.
- Entered from Manage Listings (2.6.3) Archived filter, or after deactivating a listing.
- A listing must be in Archived status to appear here.

User opens the Archived listings list.
1. System lists all archived listings (title/field of activity + date archived):
   1.1. If none ? system displays empty state: ""You have no archived listings.""
2. User taps [Restore] on a listing ? system changes its status from Archived to Published immediately and returns it to the swipe feed (one-tap; no re-moderation since the video was previously approved; no intermediate Inactive status) ? success message: ""Listing restored."" ? restoring may trigger ""New matching profile"" notifications to Employers (2.7.3); employers who already swiped it before archiving will not see it again.
   2.1. To modify the listing before re-publishing, the user uses Edit (2.6.3) instead: form-only edits restore to Published immediately; a video replacement re-enters Admin review (3.3).
3. User taps [Delete permanently] ? system opens the confirmation modal: ""This action is irreversible. The listing and its video cannot be recovered."" with [Confirm delete] and [Cancel].
   3.1. User taps [Cancel] ? system closes the modal ? system does NOT delete ? listing remains archived.
   3.2. User taps [Confirm delete] ? system permanently removes the listing and its video from the account (irreversible) ? system displays success message: ""Listing permanently deleted."" ? system removes the row from the list.
4. Permanent deletion cannot be undone and the data cannot be recovered."
2.6.5,,View and manage drafts,"- Available to any authenticated user; entered from the Profile page > Drafts section.
- A draft is any listing where the form is partially/fully completed but not yet submitted for review/publication — including listings with no video yet.
- Lists all saved drafts (both ""Form only"" — no video — and ""Ready to publish"" — form + video saved) together in one section.
- Per-row: listing title / field of activity, draft-type label (""Form only"" / ""Ready to publish""), date last saved, [Resume] (? 2.6.6), [Delete].
- Default sort: most recently saved date, descending.
- Draft deletion is permanent — the form data and any saved video cannot be recovered; a confirmation prompt is required before deletion (""Are you sure you want to delete this draft? This action cannot be undone."" with [Delete] (destructive) and [Cancel]).
- Drafts are private to the account owner and never visible in the swipe feed.
- A draft does not enter moderation until the user explicitly submits it for publication.
- No cap on the number of simultaneous drafts — users may prepare multiple listings at once.
- Auto-save is enabled: the listing form auto-saves after 30 seconds of inactivity, silently creating/updating the draft with a brief subtle ""Saved"" indicator (small grey text/checkmark near the form title — no modal/toast). An explicit [Save as draft] saves immediately regardless of the timer.
- No draft expiry — drafts persist indefinitely until the user deletes or publishes them (no time-based cleanup).
- Empty state shown when no drafts exist.","Screen name: Drafts
- Drafts list — Scrollable list — Sorted by date last saved (descending)
  + Listing title / field of activity — Text — Read-only
  + Draft-type label — Badge — ""Form only"" (no video) / ""Ready to publish"" (form + video)
  + Date last saved — Text — Format: dd/mm/yyyy
  + Resume — Button — Primary — Opens the draft for continued editing (2.6.6)
  + Delete — Button — Danger — Permanently removes the draft (after confirmation)
- Empty state — Display — Conditional — ""You have no saved drafts.""

Popup: Delete draft confirmation
- Warning message — Text — ""Are you sure you want to delete this draft? This action cannot be undone.""
- Delete — Button — Danger (red, destructive)
- Cancel — Button — Secondary","Screen: View and manage drafts

Preconditions:
- User must be authenticated.
- Entered via Profile > Drafts.
- A draft exists only after the user saves a listing as draft (from 2.2.3–2.2.6 / 2.6.2).

User opens the Drafts section.
1. System lists all saved drafts sorted by date last saved (descending), each showing title, draft-type label, and date:
   1.1. If at least one draft exists ? system displays the list with [Resume] and [Delete] per row.
   1.2. If no drafts exist ? system displays empty state: ""You have no saved drafts.""
2. User taps [Resume] on a draft ? system opens Resume draft (2.6.6) pre-filled with the saved data.
3. User taps [Delete] on a draft ? system opens the confirmation popup: ""Are you sure you want to delete this draft? This action cannot be undone."" with [Delete] (destructive) and [Cancel].
   3.1. User taps [Cancel] ? system does NOT delete ? the draft remains.
   3.2. User taps [Delete] ? system permanently removes the draft form data and any saved video (irreversible) ? success message: ""Draft deleted."" ? system removes the row.
4. Drafts are private to the owner, never appear in the swipe feed, and do NOT enter moderation until explicitly submitted for publication (2.6.6). There is no cap on simultaneous drafts and no draft expiry. Drafts auto-save after 30 seconds of inactivity (subtle ""Saved"" indicator) in the editor (2.6.6)."
2.6.6,,Resume draft,"- Available to any authenticated user; triggered by [Resume] / [Continue] on a draft (2.6.5 / 2.6.3).
- Returns the user to a saved draft and lets them continue from where they left off: edit the form, add or replace the video, then save as draft again or publish.
- The form loads pre-filled with all previously saved values; all fields are editable, so the user never re-enters data from scratch.
- The video section shows either ""No video added yet"" (with record/upload options) or an inline preview of the saved draft video with a replace option.
- Resuming does not change the draft's status — it stays a draft until the user explicitly submits for publication.
- Replacing the video does not delete the old one immediately: the new video shows in the preview, but the old video is permanently removed only when the user saves (explicit [Save as draft], [Submit for review], or a 30-second auto-save). If the user navigates back/closes without saving, the new video is discarded and the old video is retained (protects against accidental replacement). There is no version history and no undo — once saved, the old video is deleted from storage (async cleanup). Only one video per listing, 30-second max.
- The editor auto-saves after 30 seconds of inactivity (subtle ""Saved"" indicator), which also commits a pending video replacement.
- [Publish] / [Submit for review] is enabled only when both form and video are complete; on submit the listing goes to manual Admin moderation (Pending Review ? 3.3.1 / 3.3.3), and on approval is published automatically. The 30-second max video duration applies to any video added here.","Screen name: Resume draft (pre-filled listing editor)
- Listing form — Form — Pre-filled with all previously saved values — All fields editable (same fields as 2.2.3 / 2.2.4 by role)
- Video section — Component — One of:
  + No video added yet — Display — with [Record] (? 2.2.5) and [Upload] (? 2.2.6) options
  + Saved video preview — Video player — with [Replace video] (replacing permanently removes the old video on save)
- Save as draft — Button — Secondary — Saves current state and returns to the Drafts list (2.6.5)
- Next — Button — Primary — Proceeds to the summary / video step
- Submit for review — Button — Primary — Visible only when both form and video are complete — Submits to manual Admin moderation (3.3.1)","Screen: Resume draft

Preconditions:
- User must be authenticated.
- Triggered by [Resume] (2.6.5) or Draft > [Continue]/[Edit] (2.6.3).
- The selected listing must be in Draft status.

User taps [Resume] on a draft.
1. System loads the listing form pre-filled with all previously saved values; all fields are editable.
2. System shows the video section:
   2.1. If no video was saved ? system shows ""No video added yet"" with [Record] (2.2.5) and [Upload] (2.2.6).
   2.2. If a video was saved ? system shows the inline preview with [Replace video]. When the user records/uploads a replacement, the new video shows in the preview but the old video is NOT yet deleted — it is permanently removed only on save. One video per listing, 30s max.
3. User edits fields as needed, then chooses one of:
   3.1. [Save as draft] ? system updates the draft (status stays Draft) ? if a video was replaced, system permanently deletes the old video (async storage cleanup) and keeps the new one ? returns to the Drafts list (2.6.5) ? success message: ""Draft saved.""
   3.2. Add/replace video ? routes to 2.2.5 / 2.2.6, then returns here (replacement committed only on the next save).
   3.3. [Submit for review] (enabled only when form + video are both complete) ? system permanently deletes any replaced old video ? system sets the listing to Pending Review ? sends it to manual Admin moderation (3.3.1; decision 3.3.3) ? on-screen confirmation: ""Your listing has been submitted for review.""
   3.4. Auto-save (after 30 seconds of inactivity) ? system silently saves the draft and commits any pending video replacement (old video permanently deleted) ? subtle ""Saved"" indicator.
   3.5. Back / close WITHOUT saving after recording a new video ? system discards the new video and retains the previously saved video (no replacement occurs).
4. On Admin approval ? listing is published automatically and visible in the swipe feed (user notified, 2.7.6). On rejection ? Rejected status, user notified (2.7.6), can record/upload a replacement.
5. Resuming a draft does NOT auto-change its status; it remains a draft until the user explicitly submits for publication."
2.6.7,,View and compare Favourites,"- Employer-only screen; entered from the main navigation > Favourites.
- Aggregates all candidate profiles the Employer saved (bookmarked) during swipe/browsing, so the Employer can revisit, replay intro videos, and compare candidates.
- This screen has two sections: (1) ""Saved"" — candidates the Employer bookmarked; (2) ""Candidates interested in you"" — candidates who swiped right on this Employer (2.4.2), shown as a separate section on the same screen.
- The ""Candidates interested in you"" section is also reachable by tapping the Candidate swipe-right notification (2.7.4), which deep-links the Employer straight into it.
- Each candidate card shows: intro video (tap to play), field of activity, contract type, location, [Access contact details] (subscription-gated), and a remove icon (Saved section only).
- Accessing a candidate's contact details — from either section — requires an active subscription (same gate as swipe-right, 2.4.1); on swipe-right/access with a subscription the contact is revealed and a 1-1 chat opens (2.5.2).
- Candidates are NOT notified when an Employer adds them to Favourites.
- Empty state shown per section when nothing is saved / no one has expressed interest.","Screen name: Favourites (Employer-only)
- Section tabs/headers — Display — ""Saved"" and ""Candidates interested in you"" (two sections on the same screen)
- Candidate card — Display (list or grid) — Repeated per candidate
  + Candidate intro video — Display — Tap to play
  + Field of activity — Text — Read-only
  + Contract type — Text — Read-only
  + Location — Text — Read-only (general; not contact data)
  + Access contact details — Button — Primary — Subscription-gated (active subscription required); reveals contact + opens 1-1 chat (2.5.2)
  + Remove — Icon button — Saved section only — Removes the candidate from Favourites
- Empty state (Saved) — Display — Conditional — ""You haven't saved any candidates yet.""
- Empty state (Interested) — Display — Conditional — ""No candidates have shown interest yet.""
- Subscription gate — Redirect — On [Access contact details] without an active subscription, routes to the purchase subscription screen (2.6.13 / 2.6.14)","Screen: View and compare Favourites

Preconditions:
- User must be authenticated as an Employer (this screen is Employer-only).
- If a Candidate somehow reaches this route ? system does NOT show it ? system redirects to their Home (2.3.1).
- Entered from main navigation > Favourites, or by tapping the Candidate swipe-right notification (2.7.4) which deep-links into the ""Candidates interested in you"" section.

Employer opens Favourites.
1. System loads two sections on the same screen:
   1.1. ""Saved"" — candidates the Employer bookmarked during swiping (2.4.1). If none ? empty state: ""You haven't saved any candidates yet.""
   1.2. ""Candidates interested in you"" — candidates who swiped right on this Employer (2.4.2). If none ? empty state: ""No candidates have shown interest yet.""
2. Employer taps a candidate's intro video ? system plays it inline.
3. Employer taps [Access contact details] on a card ? system checks subscription status:
   3.1. If the Employer has an active subscription ? system reveals the candidate's pre-consented contact details ? system auto-opens the 1-1 chat (2.5.2) ? system notifies the candidate (2.7.x).
   3.2. If the Employer has NO active subscription ? system does NOT reveal contact ? system redirects to the purchase subscription screen (2.6.13 / 2.6.14):
    + On successful purchase ? system returns to Favourites and reveals the contact / opens the chat.
    + On cancel/failure ? system returns to Favourites with contact still locked.
4. Employer taps the remove icon (Saved section) ? system removes the candidate from Favourites ? success message: ""Removed from Favourites.""
5. Adding/removing a candidate to/from Favourites does NOT notify the candidate.
6. Tapping the Candidate swipe-right notification (2.7.4) opens this screen directly on the ""Candidates interested in you"" section."
2.6.8,App setting,Notifications on / off,"- Available to any authenticated user; entered via Settings > Notifications.
- Lets the user enable or disable push notifications globally within the app, via a single toggle.
- When OFF: the user receives no push notifications, but in-app notifications are still created and visible in the notification centre (2.7).
- When ON: push notifications resume.
- This is an in-app setting only — it does NOT override the device's OS-level notification permission, which the user controls separately in device Settings.
- If the user has denied notification permission at the OS level, the app shows a message directing them to device Settings (the in-app toggle cannot re-grant OS permission).
- The toggle state is stored against the user's account/preferences.","Screen name: Notification settings
- Push notifications — Toggle — On / Off — Default: On — Controls in-app push-notification preference only
- OS-permission notice — Display — Conditional (shown when OS-level notification permission is denied) — Message + shortcut directing the user to device Settings","Screen: Notifications on / off

Preconditions:
- User must be authenticated.
- Entered via Settings > Notifications.

User opens Notification settings.
1. System reads the current push-notification preference and the OS-level permission state, then displays the [Push notifications] toggle:
   1.1. If OS-level notification permission is denied ? system shows the OS-permission notice: ""Push notifications are turned off for this app in your device settings. Open Settings to enable them."" with a shortcut to device Settings ? the in-app toggle reflects that pushes cannot be delivered until OS permission is granted.
   1.2. If OS-level permission is granted ? system shows the toggle in its stored state.
2. User switches the toggle OFF ? system saves the preference ? system stops sending push notifications ? system CONTINUES to create in-app notifications in the notification centre (2.7).
3. User switches the toggle ON ? system saves the preference:
   3.1. If OS-level permission is granted ? system resumes sending push notifications.
   3.2. If OS-level permission is denied ? system does NOT deliver pushes ? system re-shows the OS-permission notice directing the user to device Settings.
4. The in-app toggle never changes the OS-level permission; it only governs the app's own push preference."
2.6.9,,Contact us,"- Available to any authenticated user; entered via Settings > Contact us.
- Provides a way to contact the support team by email.
- There is NO in-app contact form — tapping Contact us opens the device's native email client with the support address pre-filled in the ""To"" field.
- The user writes and sends the message from their own email account.
- The support recipient is IMMO's predefined support email address (configured during setup; the specific address is defined then).
- This is also the support channel referenced by the logged-out 'Can't find your account? Contact support' link in Password reset (2.1.4).","Screen name: Contact us (opens native email client)
- Contact us — List item / Button — Opens the device's native email client
- Email composer (device-native) — System component — Pre-filled ""To"": IMMO predefined support email address — Empty subject/body for the user to complete","Screen: Contact us

Preconditions:
- User must be authenticated.
- Entered via Settings > Contact us.
- The predefined support email address must be configured.

User taps [Contact us] in Settings.
1. System opens the device's native email client with the support address pre-filled in the ""To"" field:
   1.1. If a default email client is available ? system launches it with the recipient pre-filled ? the user writes and sends the message from their own account.
   1.2. If no email client is configured on the device ? system does NOT crash ? system displays the support email address with a copy option so the user can email manually: ""No email app found. You can reach us at [support address].""
2. System does NOT provide an in-app contact form; message composition and sending happen entirely in the user's email client (outside the app)."
2.6.10,,About us,"- Available to any authenticated user; entered via Settings > About us.
- Displays static informational text about the application and company (company description, mission, legal notices) — content predefined by IMMO.
- This is a static text page — no interactive elements beyond navigation.
- Content is managed server-side so it can be updated without an app release.
- Content is localised to the app language (English / German (Swiss / de-CH) / French) per 2.6.12.","Screen name: About us
- Settings navigation header — Component — Back navigation + screen title ""About us""
- Static content — Display (read-only) — Server-managed text: company description, mission, legal notices — Localised (EN / DE (Swiss) / FR) — Scrollable
(No interactive elements beyond navigation.)","Screen: About us

Preconditions:
- User must be authenticated.
- Entered via Settings > About us.
- Server-managed content must be reachable (with a cached fallback).

User taps [About us] in Settings.
1. System fetches the current static content for the user's selected language and displays it as a read-only, scrollable page with a navigation header:
   1.1. If the content loads ? system renders it.
   1.2. If the server is unreachable and a cached copy exists ? system renders the cached content.
   1.3. If no content is available at all ? system shows a brief unavailable state with a retry option.
2. The page has no interactive elements beyond the back navigation; the user reads and navigates back.
3. Content updates are made server-side and take effect without an app release."
2.6.11,,Rate us,"- Available to any authenticated user; entered via Settings > Rate us.
- Directs the user to rate the application on the platform store: App Store (iOS) or Google Play Store (Android).
- The rating action happens outside the app, within the respective store; rating behaviour is governed by Apple/Google policies, not the app.
- The app only deep-links to its own store listing on the correct platform.","Screen name: Rate us (deep-links to the platform store)
- Rate us — List item / Button — Opens the app's store listing on the correct platform
- Store deep-link — System action — iOS ? App Store listing; Android ? Google Play Store listing (external)","Screen: Rate us

Preconditions:
- User must be authenticated.
- Entered via Settings > Rate us.
- The app must have a published store listing on the relevant platform.

User taps [Rate us] in Settings.
1. System detects the platform and opens the app's store listing externally:
   1.1. If iOS ? system deep-links to the app's App Store listing (review prompt where supported).
   1.2. If Android ? system deep-links to the app's Google Play Store listing.
   1.3. If the store app/page cannot be opened ? system does NOT crash ? system shows a brief message that the store could not be opened.
2. The rating itself is completed outside the app, in the store, under Apple/Google policies; the app does not collect or store the rating."
2.6.12,,Change application language,"- Available to any authenticated user; entered via Settings > Change language.
- Lets the user change the display language of the entire app interface from a searchable list.
- MVP languages: English, German (Swiss / de-CH), French. (German is delivered as Standard German with the Swiss locale de-CH — Swiss spelling conventions, e.g. ""ss"" not ""ß"", and CHF formatting; not a written dialect.)
- The currently selected language is highlighted; tapping a language selects it and applies the change immediately across all UI labels, buttons, and system-generated text.
- Language preference is stored server-side and synced across the user's devices.
- The app uses i18next (or an equivalent framework) to manage all UI string files; string files are server-managed so language content can be updated without an app release.
- Currency format display adapts automatically to the device locale / selected language (e.g. CHF for Switzerland, EUR for Germany/France) — format localisation only; real-time exchange-rate conversion is out of MVP scope (Phase 2).
- User-generated content (listing descriptions, chat messages, video subtitles, profile text) is NOT translated — only the app interface changes.
- Additional languages beyond the three are Phase 2 / Change Request items (translation effort and cost); German and French UI translations are a Client deliverable, with development providing the framework and integrating supplied translations.
- App-wide constraint: the entire UI must be localisable via i18next with no hardcoded strings (this global constraint also appears in the gap analysis).","Screen name: Change language
- Search languages — Text field — Optional — Placeholder ""Search"" — Filters the language list
- Language list — List (single select) — Required — Values: English, German (Swiss / de-CH), French — Currently selected language highlighted (check/radio indicator)
- (No explicit Save button — tapping a language applies immediately)","Screen: Change application language

Preconditions:
- User must be authenticated.
- Entered via Settings > Change language.
- The selected language preference syncs to the server (with a local fallback if offline).

User opens Change language.
1. System displays the searchable language list (English, German (Swiss / de-CH), French) with the current language highlighted.
2. User types in the search field ? system filters the list to matching language names.
3. User taps a language ? system applies the change immediately:
   3.1. System updates all UI labels, buttons, and system-generated text to the selected language at once (no app restart).
   3.2. System updates currency formatting to match the locale (e.g. CHF / EUR) — display formatting only, no exchange-rate conversion.
   3.3. System stores the new preference on the server and syncs it across the user's devices:
    + If the server sync fails (offline) ? system still applies the language locally ? system queues the preference to sync when connectivity returns.
4. System does NOT translate user-generated content (listings, chat, profile text, video subtitles) — only the interface changes.
5. Selecting a language that has missing string keys ? system falls back to the default language (English) for those specific keys so the UI never shows blank labels."
2.6.13,Employer - Subscription In-app Purchase,Manage subscription,"- Employer-only screen; entered via Settings > Manage subscription.
- Lets the Employer view their current subscription details and deep-link to the native store's subscription management page to change or cancel their plan.
- Displays: current plan name (Daily, Monthly, 3-Month, Yearly), status (Active, Expired, Cancelled), start date, and next renewal date (or expiry date if cancelled).
- Plan changes (upgrades/downgrades) and cancellations are NOT handled inside the app — they are managed entirely by the native app store (Apple Settings / Google Play subscriptions); the app provides a deep link only.
- The screen refreshes subscription status from the server on each visit (the server reflects the latest store/receipt state).
- If the Employer has no subscription, this screen routes them to plan selection / purchase (2.6.14).","Screen name: Manage subscription (Employer-only)
- Current plan — Display (read-only) — Plan name: Daily / Monthly / 3-Month / Yearly
- Status — Badge — Active / Expired / Cancelled
- Start date — Display — Format: dd/mm/yyyy
- Next renewal date / Expiry date — Display — Format: dd/mm/yyyy — Renewal date if Active; expiry date if Cancelled
- Explanatory text — Display — Notes that plan changes and cancellations are managed through the app store
- Manage subscription — Button — Primary — Deep-links to the native store subscription page (Apple Settings / Google Play subscriptions)
- Subscribe / Choose a plan — Button — Primary — Conditional (shown when the user has no active subscription) — Routes to plan selection / purchase (2.6.14)
- Empty/no-subscription state — Display — Conditional — ""You don't have an active subscription."" + [Choose a plan]","Screen: Manage subscription

Preconditions:
- User must be authenticated as an Employer (Employer-only screen).
- If a Candidate reaches this route ? system does NOT show it ? redirects to Home (2.3.1).
- Entered via Settings > Manage subscription.

Employer opens Manage subscription.
1. System refreshes subscription status from the server (latest validated store/receipt state):
   1.1. If the Employer has an active/expired/cancelled subscription on record ? system displays plan name, status badge, start date, and renewal-or-expiry date.
   1.2. If the Employer has no subscription ? system shows the no-subscription state: ""You don't have an active subscription."" with [Choose a plan] (routes to 2.6.14).
   1.3. If the status refresh fails (network) ? system shows the last-known cached status with a retry option.
2. Employer taps [Manage subscription] ? system deep-links to the native store's subscription management page (Apple Settings / Google Play subscriptions):
   2.1. Plan changes and cancellations happen in the store, outside the app — the app does NOT process them itself.
   2.2. On return to the app, the next status refresh reflects any store-side change.
3. Employer taps [Choose a plan] / [Subscribe] (no active subscription) ? system navigates to the plan selection / In-app purchase flow (2.6.14)."
2.6.14,,In-app purchase flow,"- Employer-only; triggered by [Subscribe] on the plan selection screen, or by a swipe-right subscription redirect (2.4.1 / 2.6.7).
- Processes the subscription purchase entirely through the native app store billing system — Apple StoreKit (iOS) or Google Play Billing (Android). No alternative payment methods for digital subscriptions; the app never collects or handles card data — the store presents its own native payment sheet.
- Plans: Daily, Monthly, 3-Month, Yearly. Each plan is a separate auto-renewable subscription product created in App Store Connect and Google Play Console (4 products per store); the Client provides the product IDs to the dev team. Prices are configured in the store consoles and fetched/displayed from the store API at runtime — never hardcoded in the app.
- Regional pricing uses the stores' auto-generated regional prices for MVP (rather than manually set per-country prices).
- The plan-selection screen highlights one recommended plan (e.g. a ""Best value"" badge on Yearly or ""Most popular"" on Monthly) — the specific badge/plan is a Client choice.
- Free trial: optionally supported by both stores for auto-renewable subscriptions; recommendation is NOT to include a trial at launch (introduce later once baseline conversion is known) — final decision is the Client's.
- Note: prices for each tier are a pending commercial decision by the Client and must be supplied before release.
- Flow: app requests purchase from the native store ? store presents its payment sheet ? Employer authenticates and confirms in the store's native flow ? app receives the purchase receipt ? app sends the receipt to the backend ? backend validates the receipt with Apple/Google ? on success the backend creates a Subscription (status Active, plan type, start date, end date).
- Server-side receipt validation is mandatory to prevent fraud (a client-only ""success"" is never trusted).
- The flow must handle interruptions gracefully: network failure mid-purchase, user cancellation, pending/deferred payments.
- Duplicate purchase attempts for an already-active subscription are blocked.
- On success: the Employer gains access to candidate contact details via swipe-right for the subscription duration; if the purchase was triggered by a swipe-right redirect, the Employer is returned to the swipe-right flow (2.4.1 / 2.5.2) to complete the contact reveal and conversation creation.
- On error: the subscription is not activated, contact access is not granted, and the Employer remains on the plan selection screen with an error indication.","Screen name: Plan selection + native store purchase
- Plan options — Option Cards / List (single select) — Values: Daily, Monthly, 3-Month, Yearly — Each shows the store-fetched localised price and billing period — One plan carries a recommended badge (""Best value"" / ""Most popular"", Client choice)
- Subscribe — Button — Primary — Initiates the native store purchase for the selected plan
- Restore purchases — Button — Secondary — Re-validates existing store entitlements (standard store requirement)
- Native store payment sheet — System component (Apple StoreKit / Google Play Billing) — Store-managed UI; the app does NOT render a custom payment form and never handles card data
- Processing state — Display — ""Completing your purchase…"" while the receipt is validated server-side
- Error state — Display — Conditional — Shown on cancellation/failure/validation error, with a retry affordance","Screen: In-app purchase flow

Preconditions:
- User must be authenticated as an Employer.
- Triggered by [Subscribe] on plan selection, or a swipe-right subscription redirect (2.4.1 / 2.6.7).
- The native store (Apple StoreKit / Google Play Billing) must be available; the backend receipt-validation service must be reachable.
- The app never collects card data — payment is confirmed entirely in the store's native sheet.

Employer selects a plan and taps [Subscribe].
1. System checks for an existing active subscription first:
   1.1. If one is already active ? system does NOT start a new purchase ? system displays: ""You already have an active subscription."" ? routes to Manage subscription (2.6.13).
   1.2. If none active ? system proceeds.
2. System requests the purchase for the selected plan from the native store ? the store presents its native payment sheet:
   2.1. Employer authenticates and confirms payment in the store's native flow.
   2.2. If the Employer cancels in the store sheet ? store returns a cancellation ? system does NOT activate any subscription ? system returns the Employer to plan selection (no error styling beyond a neutral ""Purchase cancelled"").
3. On confirmation, the store returns a purchase receipt ? system sends the receipt to the backend ? backend validates it with Apple/Google:
   3.1. If the backend validates the receipt successfully ? backend creates a Subscription (status Active, plan type, start date, end date) ? system displays success: ""Your subscription is now active."" 
    + If the purchase was triggered by a swipe-right redirect ? system returns the Employer to the swipe-right flow (2.4.1 / 2.5.2) to reveal the candidate's contact and create the conversation.
    + Otherwise ? system returns to Manage subscription (2.6.13) showing the active plan.
   3.2. If receipt validation fails (invalid/forged receipt) ? system does NOT activate the subscription ? system does NOT grant contact access ? system shows an error on the plan selection screen and the Employer can retry. A client-side ""success"" is never trusted without server validation.
   3.3. If the network fails mid-purchase (receipt obtained but not yet validated) ? system does NOT lose the entitlement ? on next launch/refresh the app re-sends the stored receipt for validation (and [Restore purchases] can re-validate) so the Employer is not charged without activation.
   3.4. If the payment is pending/deferred (store-side) ? system shows a pending state and activates only once the store confirms and the receipt validates.
4. Employer taps [Restore purchases] ? system re-validates existing store entitlements and re-activates the subscription record if a valid one exists.
5. On any error the subscription remains inactive and candidate contact access is NOT granted; the Employer stays on plan selection with an error indication."
2.7,Notifications,,,,
